,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_1_1,V5_1_2,OTU.ID
799,OTU1230,401,2,55,1323,142,195,13,89.8,1.1e-16,96.296,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Perkinsida_XX,g:Perkinsida_XXX,s:Perkinsida_XXX_sp,MW139944.1.1323_U;tax,k:Eukaryota,OTU1230.p:Alveolata-Perkinsea.g:Perkinsida_XXX
800,OTU1235,390,1,390,1615,449,839,100,610,1.84e-173,94.885,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpodida_X,s:Colpodida_X_sp,JN020238.1.1615_U;tax,k:Eukaryota,OTU1235.p:Alveolata-Ciliophora.g:Colpodida_X
801,OTU1236,437,197,437,1646,688,930,68,337,3.87e-91,91.87,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Choanoflagellatea_X,f:Choanoflagellatea_XX,g:Salpingoeca,s:Salpingoeca_euryoecia,KJ631038.1.1646_U;tax,k:Eukaryota,OTU1236.p:Opisthokonta-Choanoflagellata.g:Salpingoeca
802,OTU1237,386,1,386,1068,24,409,100,664,0,97.668,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Cyrtolophosidida,g:Cyrtolophosidida_X,s:Cyrtolophosidida_X_sp,FJ592470.1.1068_U;tax,k:Eukaryota,OTU1237.p:Alveolata-Ciliophora.g:Cyrtolophosidida_X
803,OTU1238,401,1,401,1673,506,906,100,730,0,99.501,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadaceae,g:Spumella,s:Spumella_sp,JQ967332.1.1673_U;tax,k:Eukaryota,OTU1238.p:Stramenopiles-Gyrista.g:Spumella
804,OTU1239,406,1,406,1266,568,975,100,520,3.32e-146,89.731,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Euglyphida,f:Euglyphida_X,g:Euglyphida_XX,s:Euglyphida_XX_sp,AY620296.1.1266_U;tax,k:Eukaryota,OTU1239.p:Rhizaria-Cercozoa.g:Euglyphida_XX
805,OTU1240,397,1,397,1802,552,949,100,346,5.83e-94,82.544,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Filamoebidae,g:Filamoeba,s:Filamoeba_sp,AB425944.1.1802_U;tax,k:Eukaryota,OTU1240.p:Evosea-Evosea_X.g:Filamoeba
806,OTU1241,398,151,398,841,478,719,62,237,3.67e-61,84.337,d:Obazoa,p:Opisthokonta-Pluriformea,c:Corallochytrea,o:Corallochytrida,f:Corallochytridae,g:Corallochytrium,s:Corallochytrium_sp,GU072406.1.841_U;tax,k:Eukaryota,OTU1241.p:Opisthokonta-Pluriformea.g:Corallochytrium
807,OTU1244,396,1,396,1688,530,925,100,721,0,99.495,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Sphaeropleales,f:Sphaeropleales_X,g:Desmodesmus,s:Desmodesmus_subspicatus,MW678814.1.1688_U;tax,k:Eukaryota,OTU1244.p:Chlorophyta-Chlorophyta_X.g:Desmodesmus
808,OTU1245,388,1,388,708,178,564,100,621,8.44e-177,95.619,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Actinocephalidae_NEO1,s:Actinocephalidae_NEO1_sp,AY969144.1.708_U;tax,k:Eukaryota,OTU1245.p:Alveolata-Apicomplexa.g:Actinocephalidae_NEO1
809,OTU1247,386,1,386,1462,422,807,100,697,0,99.223,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Peritrichia_2,f:Sessilida,g:Sessilida_X,s:Sessilida_X_sp,KU363281.1.1462_U;tax,k:Eukaryota,OTU1247.p:Alveolata-Ciliophora.g:Sessilida_X
810,OTU1250,405,1,405,1186,563,967,100,660,0,96.049,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Allapsidae,g:Allapsidae_X,s:Allapsidae_X_sp,KC306595.1.1186_U;tax,k:Eukaryota,OTU1250.p:Rhizaria-Cercozoa.g:Allapsidae_X
811,OTU1251,416,1,415,1762,549,959,99,436,3.53e-121,85.885,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB695537.1.1762_U;tax,k:Eukaryota,OTU1251.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
812,OTU1254,395,1,395,1637,535,929,100,614,1.44e-174,94.697,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Ichthyophonida,o:Ichthyophonida_X,f:Ichthyophonida_XX,g:Ichthyophonida_XXX,s:Ichthyophonida_XXX_sp,KC486775.1.1637_U;tax,k:Eukaryota,OTU1254.p:Opisthokonta-Ichthyosporea.g:Ichthyophonida_XXX
813,OTU1255,375,1,53,1786,561,613,14,99,1.7e-19,100,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Cavosteliida,f:Cavosteliida_X,g:Schizoplasmodiopsis,s:Schizoplasmodiopsis_pseudoendospora,FJ766475.1.1786_U;tax,k:Eukaryota,OTU1255.p:Evosea-Evosea_X.g:Schizoplasmodiopsis
814,OTU1256,406,131,406,875,1,272,68,379,5.89e-104,91.697,d:Obazoa,p:Opisthokonta-Opisthokonta_X,c:Opisthokonta_XX,o:Opisthokonta_XXX,f:Opisthokonta_XXXX,g:Opisthokonta_XXXXX,s:Opisthokonta_XXXXX_sp,EF674350.1.875_U;tax,k:Eukaryota,OTU1256.p:Opisthokonta-Opisthokonta_X.g:Opisthokonta_XXXXX
815,OTU1258,408,1,408,1539,473,879,100,326,7.82e-88,81.401,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,GU479959.1.1539_U;tax,k:Eukaryota,OTU1258.p:Evosea-Evosea_X.g:Variosea_XXX
816,OTU1260,400,1,400,1831,558,957,100,412,5.71e-114,85.504,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:AND16-lineage,g:AND16-lineage_X,s:AND16-lineage_X_sp,AY965863.1.1831_U;tax,k:Eukaryota,OTU1260.p:Evosea-Evosea_X.g:AND16-lineage_X
817,OTU1261,405,1,405,1862,578,984,100,285,1.32e-75,79.661,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF023424.1.1862_U;tax,k:Eukaryota,OTU1261.p:Evosea-Evosea_X.g:Variosea_XXX
818,OTU1262,361,1,355,1685,876,522,98,617,1.01e-175,98.028,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Platyophryida,g:Platyophrya,s:Platyophrya_bromelicola,EU039905.1.1685_U;tax,k:Eukaryota,OTU1262.p:Alveolata-Ciliophora.g:Platyophrya
819,OTU1265,387,1,387,1596,529,915,100,599,3.94e-170,94.615,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,HM628631.1.1596_U;tax,k:Eukaryota,OTU1265.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
820,OTU1266,405,1,405,1452,458,861,100,625,6.83e-178,94.568,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Opalozoa_X,f:MAST-12,g:MAST-12C,s:MAST-12C_sp,GQ330588.1.1452_U;tax,k:Eukaryota,OTU1266.p:Stramenopiles-Bigyra.g:MAST-12C
821,OTU1267,407,1,407,1877,592,1000,100,449,4.44e-125,86.65,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU1267.p:Evosea-Evosea_X.g:Variosea_XXX
822,OTU1268,405,169,405,1226,182,421,59,180,6.39e-44,80.579,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Peronosporomycetes_XX,g:Peronosporomycetes_XXX,s:Peronosporomycetes_XXX_sp,EF100357.1.1226_U;tax,k:Eukaryota,OTU1268.p:Stramenopiles-Gyrista.g:Peronosporomycetes_XXX
823,OTU1269,397,1,397,1747,561,957,100,695,0,98.237,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlamydomonas,s:Chlamydomonas_simplex,LC380242.1.1747_U;tax,k:Eukaryota,OTU1269.p:Chlorophyta-Chlorophyta_X.g:Chlamydomonas
824,OTU1271,406,1,406,1883,578,989,100,451,1.23e-125,86.715,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU1271.p:Evosea-Evosea_X.g:Ceratiomyxella
825,OTU1272,402,1,402,1745,554,955,100,616,4.08e-175,94.279,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Segregatospumellales,f:Segregatospumellaceae,g:Segregatospumellaceae_X,s:Segregatospumellaceae_X_sp,AB695535.1.1745_U;tax,k:Eukaryota,OTU1272.p:Stramenopiles-Gyrista.g:Segregatospumellaceae_X
826,OTU1273,371,1,362,1802,893,532,98,658,0,99.448,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Filamoebidae,g:Filamoeba,s:Filamoeba_sp,AB425944.1.1802_U;tax,k:Eukaryota,OTU1273.p:Evosea-Evosea_X.g:Filamoeba
827,OTU1274,396,1,396,1689,532,927,100,726,0,99.747,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Oedogoniales,f:Oedogoniales_X,g:Oedogonium,s:Oedogonium_cardiacum,EU123943.1.1689_U;tax,k:Eukaryota,OTU1274.p:Chlorophyta-Chlorophyta_X.g:Oedogonium
828,OTU1277,409,1,409,1827,557,963,100,411,2.1e-113,85.024,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_protea,GU938869.1.1827_U;tax,k:Eukaryota,OTU1277.p:Tubulinea-Tubulinea_X.g:Copromyxa
829,OTU1278,384,1,384,1596,529,916,100,608,6.5e-173,95.116,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,HM628644.1.1596_U;tax,k:Eukaryota,OTU1278.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
830,OTU1280,410,1,410,1860,570,980,100,448,1.61e-124,86.603,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,AB695458.1.1860_U;tax,k:Eukaryota,OTU1280.p:Evosea-Evosea_X.g:Variosea_XXX
831,OTU1282,324,1,323,1575,506,828,99,569,2.55e-161,98.452,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Rhynchostomatia,f:Dileptidae,g:Dileptus,s:Dileptus_terrenus,MG994993.1.1575_U;tax,k:Eukaryota,OTU1282.p:Alveolata-Ciliophora.g:Dileptus
832,OTU1283,414,165,414,940,210,458,60,289,1.04e-76,87.747,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Cryptomonadales,f:Cryptomonadales_X,g:Cryptomonadales_XX,s:Cryptomonadales_XX_sp,HQ868766.1.940_U;tax,k:Eukaryota,OTU1283.p:Cryptophyta-Cryptophyta_X.g:Cryptomonadales_XX
833,OTU1284,412,1,412,1698,515,910,100,398,1.65e-109,84.709,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Choanoflagellatea_X,f:Choanoflagellatea_XX,g:Salpingoeca,s:Salpingoeca_aroma,MW843498.1.1698_U;tax,k:Eukaryota,OTU1284.p:Opisthokonta-Choanoflagellata.g:Salpingoeca
834,OTU1286,409,1,409,860,6,412,100,704,0,97.8,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Cryptofilida,f:Mesofilidae,g:Mesofilidae_X,s:Mesofilidae_X_sp,JN207880.1.860_U;tax,k:Eukaryota,OTU1286.p:Rhizaria-Cercozoa.g:Mesofilidae_X
835,OTU1287,416,104,415,756,19,329,75,531,1.58e-149,97.436,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,LN587488.1.756_U;tax,k:Eukaryota,OTU1287.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
836,OTU1288,390,1,390,1655,526,919,100,575,6.7e-163,93.165,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp,AB721079.1.1655_U;tax,k:Eukaryota,OTU1288.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX
837,OTU1289,418,141,418,1135,137,409,80,248,1.79e-64,83.274,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella-lineage_X,s:Flamella-lineage_X_sp,FJ355431.1.1135_U;tax,k:Eukaryota,OTU1289.p:Evosea-Evosea_X.g:Flamella-lineage_X
838,OTU1290,418,1,418,1613,573,991,100,645,0,94.55,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Pterocystida,o:Pterista,f:Heterophryidae,g:Heterophrys,s:Heterophrys_sp,AY749611.1.1613_U;tax,k:Eukaryota,OTU1290.p:Centroplasthelida-Centroplasthelida_X.g:Heterophrys
839,OTU1293,409,1,409,1605,531,925,100,521,9.32e-147,90.268,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU1293.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
840,OTU1294,408,1,408,1847,560,966,100,492,7.29e-138,88.564,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Angulamoeba,s:Angulamoeba_fungorum,KP864084.1.1847_U;tax,k:Eukaryota,OTU1294.p:Evosea-Evosea_X.g:Angulamoeba
841,OTU1295,326,1,325,1649,538,862,99,573,1.99e-162,98.462,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Rhynchostomatia,f:Dileptidae,g:Dileptidae_X,s:Dileptidae_X_sp,DQ487195.1.1649_U;tax,k:Eukaryota,OTU1295.p:Alveolata-Ciliophora.g:Dileptidae_X
842,OTU1296,405,278,405,1818,821,948,32,137,3.9e-31,86.047,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Cavosteliida,f:Cavosteliida_X,g:Tychosporium,s:Tychosporium_acutostipes,FJ792704.1.1818_U;tax,k:Eukaryota,OTU1296.p:Evosea-Evosea_X.g:Tychosporium
843,OTU1298,401,275,401,1385,799,923,32,167,4.92e-40,90.551,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Thraustochytriaceae,g:Aurantiochytrium,s:Aurantiochytrium_sp,KR732631.1.1385_U;tax,k:Eukaryota,OTU1298.p:Stramenopiles-Bigyra.g:Aurantiochytrium
844,OTU1299,409,1,409,1877,592,1000,100,346,6.02e-94,82.339,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU1299.p:Evosea-Evosea_X.g:Variosea_XXX
845,OTU1301,406,1,406,1098,24,429,100,701,0,97.783,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Desmothoracida,f:Clathrulinidae,g:Clathrulinidae_X,s:Clathrulinidae_X_sp,FJ592487.1.1098_U;tax,k:Eukaryota,OTU1301.p:Rhizaria-Cercozoa.g:Clathrulinidae_X
846,OTU1302,410,1,410,1281,204,611,100,606,2.51e-172,93.447,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Glissomonadida_X,g:Glissomonadida_XX,s:Glissomonadida_XX_sp,JN635482.1.1281_U;tax,k:Eukaryota,OTU1302.p:Rhizaria-Cercozoa.g:Glissomonadida_XX
847,OTU1303,325,1,324,1546,485,808,99,588,7.07e-167,99.383,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Litostomatea_X,f:Litostomatea_XX,g:Litostomatea_XXX,s:Litostomatea_XXX_sp,KT246081.1.1546_U;tax,k:Eukaryota,OTU1303.p:Alveolata-Ciliophora.g:Litostomatea_XXX
848,OTU1304,398,1,398,729,175,572,100,730,0,99.749,d:TSAR,p:Stramenopiles-Gyrista,c:Bacillariophyceae,o:Bacillariales,f:Bacillariaceae,g:Nitzschia,s:Nitzschia_palea,OL780405.1.729_U;tax,k:Eukaryota,OTU1304.p:Stramenopiles-Gyrista.g:Nitzschia
849,OTU1306,435,308,435,1818,813,940,40,99,1.98e-19,80.769,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Cavosteliida,f:Cavosteliida_X,g:Tychosporium,s:Tychosporium_acutostipes,FJ792703.1.1818_U;tax,k:Eukaryota,OTU1306.p:Evosea-Evosea_X.g:Tychosporium
850,OTU1307,406,1,406,1818,596,996,100,279,6.14e-74,79.661,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_XX,o:Haptophyta_XXX,f:Haptophyta_XXXX,g:Haptophyta_XXXXX,s:Haptophyta_XXXXX_sp,KJ757232.1.1818_U;tax,k:Eukaryota,OTU1307.p:Haptophyta-Haptophyta_X.g:Haptophyta_XXXXX
851,OTU1308,393,1,393,1876,643,1038,100,424,2.59e-117,86.352,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Flabellulidae,g:Flabellula,s:Flabellula_sp,EU852652.1.1876_U;tax,k:Eukaryota,OTU1308.p:Tubulinea-Tubulinea_X.g:Flabellula
852,OTU1309,399,1,399,1808,511,909,100,732,0,99.749,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Eumycetozoa_X,o:Dictyosteliida,f:Dictyosteliida-Group-IV,g:Dictyostelium-Group-IV,s:Dictyostelium-Group-IV_purpureum,FJ424826.1.1808_U;tax,k:Eukaryota,OTU1309.p:Evosea-Eumycetozoa.g:Dictyostelium-Group-IV
853,OTU1310,391,1,391,1257,206,596,100,678,0,97.954,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpodida_X,s:Colpodida_X_sp,JN635481.1.1257_U;tax,k:Eukaryota,OTU1310.p:Alveolata-Ciliophora.g:Colpodida_X
854,OTU1311,404,1,404,1862,578,984,100,289,1.02e-76,80.096,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF023424.1.1862_U;tax,k:Eukaryota,OTU1311.p:Evosea-Evosea_X.g:Variosea_XXX
855,OTU1312,411,170,411,1883,746,989,72,305,1.03e-81,89.388,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU1312.p:Evosea-Evosea_X.g:Ceratiomyxella
856,OTU1313,398,1,398,1798,583,979,100,689,0,97.99,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Craspedida,f:Monosigidae_Group_O,g:Monosigidae_Group_O_X,s:Monosigidae_Group_O_X_sp,GU290066.1.1798_U;tax,k:Eukaryota,OTU1313.p:Opisthokonta-Choanoflagellata.g:Monosigidae_Group_O_X
857,OTU1314,436,1,436,1881,610,1045,100,750,0,97.706,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Euglyphida,f:Euglyphidae,g:Tracheleuglypha,s:Tracheleuglypha_dentata,AJ418790.1.1881_U;tax,k:Eukaryota,OTU1314.p:Rhizaria-Cercozoa.g:Tracheleuglypha
858,OTU1315,405,1,405,1800,583,987,100,571,9.03e-162,92.099,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Vampyrellidae,g:Vampyrella,s:Vampyrella_sp,EF024716.1.1800_U;tax,k:Eukaryota,OTU1315.p:Rhizaria-Cercozoa.g:Vampyrella
859,OTU1316,406,1,406,1883,578,989,100,385,1.27e-105,83.933,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU1316.p:Evosea-Evosea_X.g:Ceratiomyxella
860,OTU1319,412,167,412,1169,664,910,60,183,5.03e-45,80.478,d:Amoebozoa,p:Discosea-Discosea_X,c:Flabellinia,o:Dermamoebida,f:Dermamoebidae,g:Dermamoebidae_X,s:Dermamoebidae_X_sp,AY835690.1.1169_U;tax,k:Eukaryota,OTU1319.p:Discosea-Discosea_X.g:Dermamoebidae_X
861,OTU1320,326,1,325,1546,486,808,99,571,7.14e-162,98.462,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Rhynchostomatia,f:Dileptidae,g:Rurikoplites,s:Rurikoplites_armatus,KP868771.1.1546_U;tax,k:Eukaryota,OTU1320.p:Alveolata-Ciliophora.g:Rurikoplites
862,OTU1321,415,1,415,1547,573,981,100,595,5.5e-169,92.771,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Phalansteriidae,g:Phalansterium,s:Phalansterium_arcticum,KX844828.1.1547_U;tax,k:Eukaryota,OTU1321.p:Evosea-Evosea_X.g:Phalansterium
863,OTU1322,401,1,401,1883,578,989,100,252,1.32e-65,78.365,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU1322.p:Evosea-Evosea_X.g:Ceratiomyxella
864,OTU1323,405,1,405,1827,557,963,100,446,5.71e-124,86.585,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_protea,GU938869.1.1827_U;tax,k:Eukaryota,OTU1323.p:Tubulinea-Tubulinea_X.g:Copromyxa
865,OTU1325,423,1,423,1865,620,1031,100,671,0,95.745,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:LOS7N/I-lineage,g:LOS7N/I-lineage_X,s:LOS7N/I-lineage_X_sp,AY145442.1.1865_U;tax,k:Eukaryota,OTU1325.p:Tubulinea-Tubulinea_X.g:LOS7N/I-lineage_X
866,OTU1326,402,1,402,1752,566,965,100,492,7.17e-138,88.889,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_sp,EF032801.1.1752_U;tax,k:Eukaryota,OTU1326.p:Rhizaria-Cercozoa.g:Paracercomonas
867,OTU1328,326,1,325,1554,490,814,99,556,2e-157,97.538,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Rhynchostomatia,f:Dileptidae,g:Rurikoplites,s:Rurikoplites_alpinus,KP868770.1.1554_U;tax,k:Eukaryota,OTU1328.p:Alveolata-Ciliophora.g:Rurikoplites
868,OTU1330,406,1,406,1878,572,975,100,267,4.78e-70,78.78,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Soliformoviidae,g:Soliformovum,s:Soliformovum_expulsum,FJ766479.1.1878_U;tax,k:Eukaryota,OTU1330.p:Evosea-Evosea_X.g:Soliformovum
869,OTU1332,403,1,403,1769,577,980,100,534,1.18e-150,90.617,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa-lineage_X,s:Thalassomyxa-lineage_X_sp,EU910611.1.1769_U;tax,k:Eukaryota,OTU1332.p:Rhizaria-Cercozoa.g:Thalassomyxa-lineage_X
870,OTU1333,391,1,391,1708,559,949,100,667,0,97.449,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpoda,s:Colpoda_cucullus,EU039893.1.1708_U;tax,k:Eukaryota,OTU1333.p:Alveolata-Ciliophora.g:Colpoda
871,OTU1334,431,1,431,1849,592,1020,100,507,2.75e-142,88.018,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum,AJ489261.1.1849_U;tax,k:Eukaryota,OTU1334.p:Tubulinea-Tubulinea_X.g:Echinamoeba
872,OTU1335,398,1,398,1802,552,949,100,320,3.54e-86,81.39,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Filamoebidae,g:Filamoeba,s:Filamoeba_sp,AB425944.1.1802_U;tax,k:Eukaryota,OTU1335.p:Evosea-Evosea_X.g:Filamoeba
873,OTU1338,406,1,406,1840,593,999,100,263,6.19e-69,78.795,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Vermamoebidae,g:Hartmannella,s:Hartmannella_abertawensis,DQ190241.1.1840_U;tax,k:Eukaryota,OTU1338.p:Tubulinea-Tubulinea_X.g:Hartmannella
874,OTU1339,408,1,408,1800,584,990,100,669,0,96.324,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Rhogostoma-lineage,g:Rhogostoma-lineage_X,s:Rhogostoma-lineage_X_sp,EF023854.1.1800_U;tax,k:Eukaryota,OTU1339.p:Rhizaria-Cercozoa.g:Rhogostoma-lineage_X
875,OTU1341,390,1,390,1840,561,950,100,532,4.09e-150,91.414,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Siluania,s:Siluania_monomastiga,AF072883.1.1840_U;tax,k:Eukaryota,OTU1341.p:Stramenopiles-Bigyra.g:Siluania
876,OTU1342,412,1,412,1860,570,980,100,427,2.11e-118,85.577,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,AB695458.1.1860_U;tax,k:Eukaryota,OTU1342.p:Evosea-Evosea_X.g:Variosea_XXX
877,OTU1344,403,160,403,1233,602,843,61,139,1.08e-31,77.049,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Glissomonadida_Clade-Y,g:Glissomonadida_Clade-Y_X,s:Glissomonadida_Clade-Y_X_sp,EU709254.1.1233_U;tax,k:Eukaryota,OTU1344.p:Rhizaria-Cercozoa.g:Glissomonadida_Clade-Y_X
