,V5_4,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_1,V5_2,V5_3,kingdom,phylum,class,order,family,genus,species,OTU.ID
540,LT829998,OTU381,312,23,312,428,1,291,93,176,3.26e-44,78.114,gi,MOA28702,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00093,OTU381.g__Glomus
541,LT830024,OTU273,336,23,336,428,1,292,93,172,4.57e-43,77.778,gi,MOA28728,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00239,OTU273.g__Paraglomus
542,LT830059,OTU746,299,23,299,428,1,291,93,182,6.7e-46,79.054,gi,MOA31463,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00312,OTU746.g__Glomus
543,LT830247,OTU196,321,179,321,428,148,290,45,176,3.36e-44,89.041,gi,MOA28828,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00234,OTU196.g__Glomus
544,LT830443,OTU251,311,23,311,428,1,291,93,243,3.16e-64,81.911,gi,MOA27793,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00324,OTU251.g__Glomus
545,LT830450,OTU378,307,23,307,428,1,291,93,156,4.18e-38,77.258,gi,MOA27800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00359,OTU378.g__Glomus
546,LT830660,OTU616,310,23,310,428,1,291,93,213,2.47e-55,80.405,gi,MOA32804,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00129,OTU616.g__Glomus
547,LT830983,OTU336,317,23,317,428,1,297,93,154,1.56e-37,76.568,gi,MOA32907,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU336.g__Claroideoglomus
548,LT830983,OTU368,325,189,325,428,162,297,58,135,5.79e-32,85,gi,MOA32907,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU368.g__Claroideoglomus
549,LT830983,OTU544,307,174,307,428,161,297,44,139,4.21e-33,85.507,gi,MOA32907,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU544.g__Claroideoglomus
550,LT830983,OTU642,338,202,338,428,162,297,56,163,2.77e-40,88.489,gi,MOA32907,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU642.g__Claroideoglomus
551,LT831366,OTU728,320,23,320,428,1,290,93,211,9.19e-55,80.132,gi,MOA31390,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00209,OTU728.g__Glomus
552,LT831426,OTU417,323,23,323,428,1,291,93,226,3.32e-59,80.858,gi,MOA27930,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00085,OTU417.g__Glomus
553,LT831790,OTU601,314,23,314,428,1,289,93,198,7.01e-51,79.392,gi,MOA33311,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00450,OTU601.g__Archaeospora
554,LT831817,OTU119,313,23,313,428,1,291,93,538,3.63e-153,100,gi,MOA33338,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00105,OTU119.g__Glomus
555,LT831865,OTU88,328,192,328,428,157,289,58,167,2.07e-41,89.13,gi,MOA33386,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00186,OTU88.g__Glomus
556,LT831877,OTU121,311,23,311,428,1,291,93,237,1.47e-62,81.757,gi,MOA33398,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU121.g__Paraglomus
557,LT831877,OTU233,312,23,312,428,1,291,93,226,3.19e-59,81.081,gi,MOA33398,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU233.g__Paraglomus
558,LT831877,OTU678,311,23,311,428,1,291,93,226,3.18e-59,81.208,gi,MOA33398,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU678.g__Paraglomus
559,LT831935,OTU48,313,23,313,428,1,291,93,516,1.7e-146,98.625,gi,MOA28049,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__VTX00063,OTU48.g__Diversispora
560,LT832124,OTU202,313,23,313,428,1,291,93,327,8.54e-90,87.031,gi,MOA30097,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU202.g__Paraglomus
561,LT832124,OTU334,311,23,311,428,1,291,93,326,3.05e-89,87.119,gi,MOA30097,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU334.g__Paraglomus
562,LT832868,OTU648,326,192,326,307,157,287,56,158,1.24e-38,88.321,gi,MOA32718,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00064,OTU648.g__Glomus
563,LT832945,OTU405,313,23,313,372,1,287,93,324,1.11e-88,86.986,gi,MOA31153,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00009,OTU405.g__Archaeospora
564,LT833011,OTU277,322,190,322,428,159,291,56,180,2.61e-45,91.045,gi,MOA32487,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00108,OTU277.g__Glomus
565,LT833011,OTU676,322,176,322,428,145,291,46,183,2.02e-46,89.262,gi,MOA32487,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00108,OTU676.g__Glomus
566,LT833040,OTU5,319,23,319,428,1,297,93,549,1.71e-156,100,gi,MOA33251,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU5.g__Claroideoglomus
567,LT833040,OTU523,339,1,288,428,288,1,85,532,1.84e-151,100,gi,MOA33251,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU523.g__Claroideoglomus
568,LT833265,OTU164,307,177,307,428,159,291,60,183,1.92e-46,91.729,gi,MOA31912,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00403,OTU164.g__Glomus
569,LT833275,OTU388,311,23,311,428,1,288,93,283,1.86e-76,84.694,gi,MOA31954,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00009,OTU388.g__Archaeospora
570,LT833321,OTU324,301,23,301,428,1,291,93,172,4.06e-43,78.523,gi,MOA32000,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00366,OTU324.g__Glomus
571,LT833431,OTU234,312,23,312,428,1,291,93,303,1.43e-82,85.859,gi,MOA32263,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00435,OTU234.g__Paraglomus
572,LT833432,OTU504,310,23,310,428,1,291,93,202,5.35e-52,79.661,gi,MOA32264,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00435,OTU504.g__Paraglomus
573,LT833506,OTU400,313,163,313,299,143,293,63,180,2.53e-45,88.235,gi,MOA27498,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00087,OTU400.g__Glomus
574,LT833659,OTU102,315,182,315,428,159,290,58,130,2.6e-30,84.672,gi,MOA32386,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00398,OTU102.g__Glomus
575,LT833667,OTU525,336,1,284,346,282,1,85,484,5.17e-137,97.535,gi,MOA27212,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00446,OTU525.g__Paraglomus
576,LT833675,OTU323,347,209,347,428,156,287,40,150,2.22e-36,87.05,gi,MOA27220,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Gigasporaceae,g__Scutellospora,s__VTX00041,OTU323.g__Scutellospora
577,LT833836,OTU349,313,182,313,364,157,288,57,139,4.3e-33,86.029,gi,MOA32206,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00103,OTU349.g__Glomus
578,LT833836,OTU711,314,182,314,364,157,288,57,128,9.33e-30,84.559,gi,MOA32206,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00103,OTU711.g__Glomus
579,LT834554,OTU123,305,174,305,428,158,290,60,145,8.98e-35,86.567,gi,MOA33049,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU123.g__Archaeospora
580,LT834554,OTU542,307,176,307,428,158,290,61,145,9.04e-35,86.567,gi,MOA33049,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU542.g__Archaeospora
581,LT834811,OTU22,312,23,312,428,1,290,93,536,1.3e-152,100,gi,MOA33105,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00165,OTU22.g__Glomus
582,LT834811,OTU392,329,1,277,428,277,1,84,507,1.08e-143,99.639,gi,MOA33105,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00165,OTU392.g__Glomus
583,LT835034,OTU455,320,23,320,365,1,290,93,200,1.99e-51,79.605,gi,MOA27184,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00154,OTU455.g__Glomus
584,LT835199,OTU91,318,23,318,428,1,298,93,161,9.33e-40,77.419,gi,MOA40786,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU91.g__Claroideoglomus
585,LT835199,OTU322,298,156,298,428,149,298,65,182,6.67e-46,89.404,gi,MOA40786,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU322.g__Claroideoglomus
586,LT835294,OTU291,323,29,74,428,7,52,14,75,1.27e-13,95.652,gi,MOA40881,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__VTX00028,OTU291.g__Acaulospora
587,LT835394,OTU541,312,23,312,428,1,293,93,167,1.96e-41,77.961,gi,MOA40981,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU541.g__Ambispora
588,LT835558,OTU29,312,23,312,428,1,290,93,536,1.3e-152,100,gi,MOA41145,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00209,OTU29.g__Glomus
589,LT835559,OTU679,298,23,298,391,1,290,93,196,2.38e-50,79.863,gi,MOA41146,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00214,OTU679.g__Glomus
590,LT835585,OTU269,312,23,312,428,1,292,93,305,3.99e-83,85.859,gi,MOA41172,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00349,OTU269.g__Paraglomus
591,LT835585,OTU500,312,23,312,428,1,292,93,294,8.63e-80,85.185,gi,MOA41172,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00349,OTU500.g__Paraglomus
592,LT835585,OTU564,311,23,311,428,1,292,93,331,6.56e-91,87.542,gi,MOA41172,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00349,OTU564.g__Paraglomus
593,LT835585,OTU655,304,23,304,428,1,292,93,182,6.82e-46,78.859,gi,MOA41172,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00349,OTU655.g__Paraglomus
594,LT835585,OTU742,299,23,299,428,1,292,93,215,6.6e-56,81.081,gi,MOA41172,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00349,OTU742.g__Paraglomus
595,LT835593,OTU8,313,23,313,428,1,290,93,525,2.82e-149,99.313,gi,MOA41180,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU8.g__Paraglomus
596,LT835593,OTU446,333,1,282,428,281,1,85,508,3.04e-144,99.291,gi,MOA41180,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU446.g__Paraglomus
597,LT835604,OTU534,314,23,314,428,1,290,93,178,9.14e-45,78.477,gi,MOA41191,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU534.g__Glomus
598,LT835927,OTU562,307,23,307,428,1,289,93,165,6.94e-41,77.778,gi,MOA41514,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU562.g__Archaeospora
599,LT836143,OTU703,313,23,313,428,1,291,93,532,1.69e-151,99.656,gi,MOA41730,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00409,OTU703.g__Glomus
600,LT836232,OTU304,316,23,316,428,1,290,93,224,1.16e-58,81,gi,MOA41819,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU304.g__Glomus
601,LT836373,OTU12,313,23,313,428,1,291,93,538,3.63e-153,100,gi,MOA41960,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU12.g__Glomus
602,LT836373,OTU332,333,1,282,428,282,1,85,521,3.9e-148,100,gi,MOA41960,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU332.g__Glomus
603,LT836438,OTU1,314,23,314,428,1,292,93,540,1.01e-153,100,gi,MOA42025,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00067,OTU1.g__Glomus
604,LT836438,OTU451,334,1,282,428,282,1,84,521,3.92e-148,100,gi,MOA42025,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00067,OTU451.g__Glomus
605,LT836487,OTU376,320,23,320,428,1,290,93,189,4.31e-48,78.947,gi,MOA42074,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00371,OTU376.g__Glomus
606,LT836553,OTU626,313,23,313,428,1,291,93,217,1.93e-56,80.405,gi,MOA42140,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00359,OTU626.g__Glomus
607,LT836559,OTU23,320,187,320,428,163,300,57,119,5.73e-27,82.734,gi,MOA42146,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00373,OTU23.g__Glomus
608,LT836583,OTU339,315,23,315,428,1,292,93,318,5.18e-87,86.532,gi,MOA42170,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00051,OTU339.g__Archaeospora
609,LT836583,OTU666,323,180,323,428,149,292,60,200,2.01e-51,91.781,gi,MOA42170,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00051,OTU666.g__Archaeospora
610,LT836665,OTU256,320,23,320,428,1,292,93,180,2.59e-45,78.218,gi,MOA42252,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU256.g__Paraglomus
611,LT836725,OTU33,329,193,329,428,161,294,55,150,2.09e-36,86.957,gi,MOA42312,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00063,OTU33.g__Glomus
612,LT836768,OTU127,308,23,308,428,1,289,93,154,1.51e-37,77.409,gi,MOA42355,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU127.g__Archaeospora
613,LT836768,OTU154,308,177,308,428,158,289,58,150,1.95e-36,87.218,gi,MOA42355,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU154.g__Archaeospora
614,LT836768,OTU172,306,23,306,428,1,289,93,158,1.16e-38,77.441,gi,MOA42355,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU172.g__Archaeospora
615,LT836768,OTU288,307,176,307,428,158,289,61,145,9.04e-35,86.466,gi,MOA42355,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU288.g__Archaeospora
616,LT836768,OTU353,306,23,306,428,1,289,93,147,2.51e-35,76.846,gi,MOA42355,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU353.g__Archaeospora
617,LT836768,OTU361,308,177,308,428,158,289,59,145,9.07e-35,86.466,gi,MOA42355,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU361.g__Archaeospora
618,LT836863,OTU35,320,23,320,428,1,296,93,527,8.04e-150,98.658,gi,MOA42450,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00278,OTU35.g__Claroideoglomus
619,LT836883,OTU30,320,23,320,428,1,298,93,551,4.77e-157,100,gi,MOA42470,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU30.g__Claroideoglomus
620,LT836925,OTU92,315,23,315,428,1,293,93,531,6.11e-151,99.317,gi,MOA42512,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00245,OTU92.g__Archaeospora
621,LT836927,OTU51,328,23,328,428,1,294,93,278,9.18e-75,83.713,gi,MOA42514,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU51.g__Ambispora
622,LT836927,OTU70,325,23,325,428,1,294,93,252,5.51e-67,82.353,gi,MOA42514,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU70.g__Ambispora
623,LT836927,OTU131,331,23,331,428,1,294,93,235,5.66e-62,81.35,gi,MOA42514,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU131.g__Ambispora
624,LT836927,OTU145,330,23,330,428,1,294,93,185,5.76e-47,78.457,gi,MOA42514,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU145.g__Ambispora
625,LT836927,OTU691,333,23,333,428,1,294,93,248,7.31e-66,82.051,gi,MOA42514,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU691.g__Ambispora
626,LT836932,OTU517,320,23,320,428,1,294,93,99,7.47e-21,73.179,gi,MOA42519,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00335,OTU517.g__Paraglomus
627,LT836939,OTU520,322,186,322,428,156,291,59,185,5.61e-47,91.367,gi,MOA42526,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00412,OTU520.g__Glomus
628,LT836946,OTU41,320,23,320,428,1,298,93,551,4.77e-157,100,gi,MOA42533,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU41.g__Claroideoglomus
629,LT836957,OTU342,333,1,282,428,282,1,85,521,3.9e-148,100,gi,MOA42544,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00113,OTU342.g__Glomus
630,LT836974,OTU160,319,23,319,428,1,294,93,185,5.55e-47,78.689,gi,MOA42561,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00335,OTU160.g__Paraglomus
631,LT837059,OTU487,307,176,307,428,158,289,43,139,4.21e-33,85.821,gi,MOA42646,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU487.g__Archaeospora
632,LT837138,OTU389,321,23,321,428,1,296,93,161,9.42e-40,77.273,gi,MOA42725,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU389.g__Claroideoglomus
633,LT837148,OTU352,313,23,313,428,1,290,93,226,3.21e-59,81.081,gi,MOA42735,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU352.g__Glomus
634,LT837148,OTU549,313,23,313,428,1,290,93,215,6.94e-56,80.537,gi,MOA42735,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU549.g__Glomus
635,LT837148,OTU715,312,23,312,428,1,290,93,231,6.87e-61,81.544,gi,MOA42735,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU715.g__Glomus
636,LT837150,OTU685,333,195,333,428,157,291,56,198,7.47e-51,92.806,gi,MOA42737,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU685.g__Paraglomus
637,LT837173,OTU413,311,23,311,428,1,289,93,130,2.57e-30,75.908,gi,MOA42760,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00384,OTU413.g__Glomus
638,LT837179,OTU358,309,23,309,428,1,291,93,147,2.53e-35,76.431,gi,MOA42766,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU358.g__Glomus
639,LT837179,OTU686,310,23,310,428,1,291,93,152,5.46e-37,76.768,gi,MOA42766,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU686.g__Glomus
640,LT837211,OTU416,151,1,106,428,106,1,70,191,5.21e-49,99.057,gi,MOA42798,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00063,OTU416.g__Glomus
641,LT837248,OTU185,303,22,303,429,1,292,93,226,3.1e-59,81.544,gi,MOA42835,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00238,OTU185.g__Paraglomus
642,LT837276,OTU226,346,194,346,428,150,290,44,122,4.82e-28,82.353,gi,MOA42863,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Gigasporaceae,g__Gigaspora,s__VTX00049,OTU226.g__Gigaspora
643,LT837324,OTU697,305,23,305,428,1,287,93,222,4.03e-58,81.356,gi,MOA42911,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00009,OTU697.g__Archaeospora
644,LT837394,OTU280,310,23,310,428,1,289,93,488,3.66e-138,97.232,gi,MOA42981,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU280.g__Glomus
645,LT837421,OTU32,312,23,312,428,1,290,93,536,1.3e-152,100,gi,MOA43008,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00342,OTU32.g__Glomus
646,LT837425,OTU54,315,23,315,428,1,292,93,534,4.72e-152,99.659,gi,MOA43012,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__VTX00354,OTU54.g__Diversispora
