,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,V5_1_3,V5_1_4,V5_1_5,OTU.ID
671,OTU684,274,1,210,491,283,481,77,261,4e-69,90.047,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Staphylotrichum,s__Staphylotrichum_microascosporum,Staphylotrichum_microascosporum,LT993624,SH0881650.09FU,refs,k__Fungi,OTU684.p__Ascomycota.g__Staphylotrichum
672,OTU685,318,1,257,557,301,557,81,420,7.29e-117,96.109,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__Trechispora_sp,Trechispora_sp,UDB06351311,SH1300258.09FU,reps,k__Fungi,OTU685.p__Basidiomycota.g__Trechispora
673,OTU686,276,1,216,503,288,503,78,399,8.19e-111,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Akanthomyces,s__Akanthomyces_muscarius,Akanthomyces_muscarius,AJ292388,SH2006624.09FU,refs,k__Fungi,OTU686.p__Ascomycota.g__Akanthomyces
674,OTU687,313,1,253,596,345,596,81,460,4.22e-129,99.605,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__Conocybe_apala,Conocybe_apala,KU931459,SH1222611.09FU,reps,k__Fungi,OTU687.p__Basidiomycota.g__Conocybe
675,OTU689,266,1,206,446,241,446,77,381,2.85e-105,100,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Teratoramularia,s__Teratoramularia_infinita,Teratoramularia_infinita,KX287545,SH1085513.09FU,refs,k__Fungi,OTU689.p__Ascomycota.g__Teratoramularia
676,OTU690,347,1,286,643,358,643,82,512,1.29e-144,98.955,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07382278,SH1073714.09FU,reps,k__Fungi,OTU690.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
677,OTU691,287,1,242,536,295,536,84,425,1.41e-118,98.354,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_subaurantiacus,Talaromyces_subaurantiacus,JX091475,SH2059760.09FU,refs,k__Fungi,OTU691.p__Ascomycota.g__Talaromyces
678,OTU692,289,1,174,411,192,355,60,147,1.23e-34,82.857,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pyronemataceae_gen_Incertae_sedis,s__Pyronemataceae_sp,Pyronemataceae_sp,HM162021,SH1004708.09FU,reps,k__Fungi,OTU692.p__Ascomycota.g__Pyronemataceae_gen_Incertae_sedis
679,OTU693,281,1,241,513,260,499,86,427,3.83e-119,98.755,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_krabiensis,Clonostachys_krabiensis,MH388335,SH3170534.09FU,refs,k__Fungi,OTU693.p__Ascomycota.g__Clonostachys
680,OTU694,402,1,341,710,368,710,85,544,5.34e-154,95.376,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,s__Ramicandelaber_sp,Ramicandelaber_sp,UDB06291255,SH1119236.09FU,reps,k__Fungi,OTU694.p__Kickxellomycota.g__Ramicandelaber
681,OTU695,367,1,307,589,283,589,84,551,2.89e-156,99.023,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_yunnanensis,Mortierella_yunnanensis,MT031917,SH1302555.09FU,refs,k__Fungi,OTU695.p__Mortierellomycota.g__Mortierella
682,OTU696,256,1,195,442,248,442,76,344,3.58e-94,98.462,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Devriesia,s__Devriesia_sp,Devriesia_sp,UDB05111527,SH1021021.09FU,reps,k__Fungi,OTU696.p__Ascomycota.g__Devriesia
683,OTU697,270,1,210,466,257,466,78,388,1.73e-107,100,p__Ascomycota,c__Sordariomycetes,o__Trichosphaeriales,f__Trichosphaeriaceae,g__Nigrospora,s__Nigrospora_oryzae,Nigrospora_oryzae,DQ219433,SH0983198.09FU,refs,k__Fungi,OTU697.p__Ascomycota.g__Nigrospora
684,OTU698,231,1,165,383,222,377,71,152,2.08e-36,84.431,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,UDB02085541,SH1051006.09FU,reps,k__Fungi,OTU698.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
685,OTU699,267,1,207,480,274,480,78,305,1.77e-82,93.269,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Arcuadendron,s__Arcuadendron_ovatum,Arcuadendron_ovatum,UDB035252,SH0980549.09FU,refs,k__Fungi,OTU699.p__Ascomycota.g__Arcuadendron
686,OTU700,275,1,273,1151,286,11,99,340,5.01e-93,89.286,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp,Penicillium_sp,UDB0162238,SH1056194.09FU,reps,k__Fungi,OTU700.p__Ascomycota.g__Penicillium
687,OTU701,354,1,293,645,358,645,83,425,1.76e-118,93.22,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,s__Cristinia_sp,Cristinia_sp,UDB04464944,SH1194961.09FU,reps,k__Fungi,OTU701.p__Basidiomycota.g__Cristinia
688,OTU702,302,1,57,575,258,314,19,100,1.02e-20,98.246,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierellaceae_gen_Incertae_sedis,s__Mortierellaceae_sp,Mortierellaceae_sp,UDB04941660,SH1071125.09FU,reps,k__Fungi,OTU702.p__Mortierellomycota.g__Mortierellaceae_gen_Incertae_sedis
689,OTU703,296,1,235,441,207,441,79,435,2.41e-121,100,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomeraceae_gen_Incertae_sedis,s__Glomeraceae_sp,Glomeraceae_sp,UDB0565005,SH1030992.09FU,reps,k__Fungi,OTU703.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis
690,OTU704,301,1,240,582,342,582,80,327,4.28e-89,91.393,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB01401854,SH1304227.09FU,reps,k__Fungi,OTU704.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
691,OTU705,342,295,340,1125,57,12,13,69.4,3.29e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU705.p__Ascomycota.g__Fusarium
692,OTU706,301,1,240,597,358,597,80,433,8.82e-121,99.167,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Eurotiales_fam_Incertae_sedis,g__Eurotiales_gen_Incertae_sedis,s__Eurotiales_sp,Eurotiales_sp,UDB01930816,SH1274477.09FU,reps,k__Fungi,OTU706.p__Ascomycota.g__Eurotiales_gen_Incertae_sedis
693,OTU707,297,1,237,532,296,532,80,438,1.87e-122,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Pseudomicrodochium,s__Pseudomicrodochium_suttonii,Pseudomicrodochium_suttonii,UDB035063,SH3874911.09FU,refs,k__Fungi,OTU707.p__Ascomycota.g__Pseudomicrodochium
694,OTU708,270,1,210,505,296,505,78,388,1.73e-107,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__Periconia_celtidis,Periconia_celtidis,MW063162,SH0949764.09FU,refs,k__Fungi,OTU708.p__Ascomycota.g__Periconia
695,OTU709,290,1,230,520,291,520,79,409,1.43e-113,98.696,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Sordariomycetes_gen_Incertae_sedis,s__Sordariomycetes_sp,Sordariomycetes_sp,AJ271591,SH0932555.09FU,reps,k__Fungi,OTU709.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis
696,OTU710,272,1,212,475,264,475,78,392,1.35e-108,100,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Dissoconiaceae,g__Uwebraunia,s__Uwebraunia_dekkeri,Uwebraunia_dekkeri,AF173309,SH1694715.09FU,refs,k__Fungi,OTU710.p__Ascomycota.g__Uwebraunia
697,OTU711,331,1,271,500,232,500,82,488,2.06e-137,99.262,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__Claroideoglomus_sp,Claroideoglomus_sp,UDB0601589,SH0922241.09FU,reps,k__Fungi,OTU711.p__Glomeromycota.g__Claroideoglomus
698,OTU712,267,1,207,419,213,419,78,383,7.95e-106,100,p__Ascomycota,c__Dothideomycetes,o__Microthyriales,f__Microthyriales_fam_Incertae_sedis,g__Parazalerion,s__Parazalerion_indica,Parazalerion_indica,MH863483,SH1049123.09FU,refs,k__Fungi,OTU712.p__Ascomycota.g__Parazalerion
699,OTU713,338,1,277,593,316,593,82,501,2.7e-141,99.281,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,s__Basidiomycota_sp,Basidiomycota_sp,UDB02169572,SH1278625.09FU,reps,k__Fungi,OTU713.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis
700,OTU714,266,1,206,440,235,440,77,381,2.85e-105,100,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Pseudophialocephala,s__Pseudophialocephala_humicola,Pseudophialocephala_humicola,AF486131,SH0979722.09FU,refs,k__Fungi,OTU714.p__Ascomycota.g__Pseudophialocephala
701,OTU715,314,1,212,484,224,440,68,191,6.14e-48,83.408,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,s__Basidiomycota_sp,Basidiomycota_sp,UDB01489683,SH1324488.09FU,reps,k__Fungi,OTU715.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis
702,OTU716,332,1,271,637,367,637,82,440,5.87e-123,95.956,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Dermoloma,s__Dermoloma_sp,Dermoloma_sp,UDB05081965,SH1112226.09FU,reps,k__Fungi,OTU716.p__Basidiomycota.g__Dermoloma
703,OTU717,296,1,210,566,318,530,71,313,1.18e-84,93.427,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenales_fam_Incertae_sedis,g__Onygenales_gen_Incertae_sedis,s__Onygenales_sp,Onygenales_sp,UDB02527139,SH1120009.09FU,reps,k__Fungi,OTU717.p__Ascomycota.g__Onygenales_gen_Incertae_sedis
704,OTU718,359,1,298,653,356,653,83,523,6.16e-148,98.322,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07382585,SH1201872.09FU,reps,k__Fungi,OTU718.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
705,OTU719,314,1,63,578,299,360,20,99,3.83e-20,95.238,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Neoacrodontiella,s__Neoacrodontiella_eucalypti,Neoacrodontiella_eucalypti,MK876396,SH2121765.09FU,refs_singleton,k__Fungi,OTU719.p__Ascomycota.g__Neoacrodontiella
706,OTU720,350,1,290,811,522,811,83,536,7.7e-152,100,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Spizellomyces_acuminatus,Spizellomyces_acuminatus,JN943809,SH1182561.09FU,refs,k__Fungi,OTU720.p__Chytridiomycota.g__Spizellomyces
707,OTU721,251,1,193,422,228,422,77,254,6.08e-67,90.355,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp,Rozellomycota_sp,UDB06710036,SH1040590.09FU,reps,k__Fungi,OTU721.p__Rozellomycota.g__Rozellomycota_gen_Incertae_sedis
708,OTU722,283,1,191,369,179,369,67,337,6.69e-92,98.429,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Brachybasidiaceae,g__Brachybasidiaceae_gen_Incertae_sedis,s__Brachybasidiaceae_sp,Brachybasidiaceae_sp,MW267815,SH1176571.09FU,reps,k__Fungi,OTU722.p__Basidiomycota.g__Brachybasidiaceae_gen_Incertae_sedis
709,OTU723,353,306,351,1125,57,12,13,69.4,3.41e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU723.p__Ascomycota.g__Fusarium
710,OTU724,267,1,206,469,265,469,77,340,4.85e-93,96.618,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Pezizomycotina_gen_Incertae_sedis,s__Pezizomycotina_sp,Pezizomycotina_sp,UDB04352073,SH0984000.09FU,reps,k__Fungi,OTU724.p__Ascomycota.g__Pezizomycotina_gen_Incertae_sedis
711,OTU725,311,1,250,530,282,530,80,449,9.08e-126,99.2,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB02987175,SH1278553.09FU,reps,k__Fungi,OTU725.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
712,OTU726,319,284,317,758,512,545,11,63.9,1.42e-09,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU726.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
713,OTU727,315,1,196,500,259,454,62,163,1.34e-39,82.266,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,s__Basidiomycota_sp,Basidiomycota_sp,KJ156987,SH0986322.09FU,reps,k__Fungi,OTU727.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis
714,OTU728,263,1,191,477,274,466,73,261,3.82e-69,91.237,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Phloeospora,s__Phloeospora_mimosae-pigrae,Phloeospora_mimosae-pigrae,AJ307022,SH0990905.09FU,reps,k__Fungi,OTU728.p__Ascomycota.g__Phloeospora
715,OTU729,308,1,245,593,347,591,80,375,1.55e-103,94.309,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitiaceae_gen_Incertae_sedis,s__Bolbitiaceae_sp,Bolbitiaceae_sp,UDB01533217,SH1063214.09FU,reps,k__Fungi,OTU729.p__Basidiomycota.g__Bolbitiaceae_gen_Incertae_sedis
716,OTU730,359,312,357,758,500,545,13,69.4,3.47e-11,93.478,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU730.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
717,OTU731,263,1,192,461,259,450,73,344,3.69e-94,98.958,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,JX456667,SH0957568.09FU,reps,k__Fungi,OTU731.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
718,OTU732,316,1,255,576,322,576,81,427,4.33e-119,96.875,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Schizoporaceae_gen_Incertae_sedis,s__Schizoporaceae_sp,Schizoporaceae_sp,UDB0569517,SH1215125.09FU,reps,k__Fungi,OTU732.p__Basidiomycota.g__Schizoporaceae_gen_Incertae_sedis
719,OTU733,275,1,214,495,287,495,78,268,2.4e-71,89.767,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Cyanodermella,s__Cyanodermella_sp,Cyanodermella_sp,UDB04486520,SH1110937.09FU,reps,k__Fungi,OTU733.p__Ascomycota.g__Cyanodermella
720,OTU734,333,1,273,624,351,624,82,294,4.85e-79,86.331,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_sp,Entoloma_sp,MW775267,SH1215577.09FU,reps,k__Fungi,OTU734.p__Basidiomycota.g__Entoloma
721,OTU735,394,1,333,605,262,605,85,497,4.12e-140,93.353,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellales_fam_Incertae_sedis,g__Mortierellales_gen_Incertae_sedis,s__Mortierellales_sp,Mortierellales_sp,UDB0167613,SH1292758.09FU,reps,k__Fungi,OTU735.p__Mortierellomycota.g__Mortierellales_gen_Incertae_sedis
722,OTU736,324,277,322,1125,57,12,14,69.4,3.11e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU736.p__Ascomycota.g__Fusarium
723,OTU737,411,1,350,697,354,697,85,492,2.01e-138,92.416,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02282541,SH1165558.09FU,reps,k__Fungi,OTU737.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
724,OTU738,314,1,254,540,288,540,81,462,1.18e-129,99.606,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,g__Hawksworthiomyces,s__Hawksworthiomyces_taylorii,Hawksworthiomyces_taylorii,KX396549,SH1299211.09FU,refs,k__Fungi,OTU738.p__Ascomycota.g__Hawksworthiomyces
725,OTU739,346,299,344,1125,57,12,13,69.4,3.33e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU739.p__Ascomycota.g__Fusarium
726,OTU740,256,1,196,467,272,467,77,329,1e-89,96.939,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_sp,Oidiodendron_sp,JX270489,SH1239530.09FU,reps,k__Fungi,OTU740.p__Ascomycota.g__Oidiodendron
727,OTU741,349,1,252,530,261,498,72,270,8.59e-72,86.905,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiomycetes_ord_Incertae_sedis,f__Chytridiomycetes_fam_Incertae_sedis,g__Chytridiomycetes_gen_Incertae_sedis,s__Chytridiomycetes_sp,Chytridiomycetes_sp,UDB038297,SH1133438.09FU,reps,k__Fungi,OTU741.p__Chytridiomycota.g__Chytridiomycetes_gen_Incertae_sedis
728,OTU742,265,1,205,479,275,479,77,379,1.02e-104,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Bimuria,s__Bimuria_novae-zelandiae,Bimuria_novae-zelandiae,KC113291,SH0983507.09FU,reps,k__Fungi,OTU742.p__Ascomycota.g__Bimuria
729,OTU743,277,1,232,497,266,497,84,429,1.05e-119,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_spicifera,Curvularia_spicifera,HE792904,SH1933415.09FU,refs,k__Fungi,OTU743.p__Ascomycota.g__Curvularia
730,OTU744,335,1,62,1402,784,845,19,87.9,8.89e-17,91.935,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__Thelephora_palmata,Thelephora_palmata,UDB05500191,SH1200215.09FU,reps,k__Fungi,OTU744.p__Basidiomycota.g__Thelephora
731,OTU745,285,1,225,494,270,494,79,416,8.42e-116,100,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Ajellomycetaceae,g__Emmonsiellopsis,s__Emmonsiellopsis_coralliformis,Emmonsiellopsis_coralliformis,KP101584,SH1111575.09FU,refs,k__Fungi,OTU745.p__Ascomycota.g__Emmonsiellopsis
732,OTU746,326,279,324,1125,57,12,14,69.4,3.13e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU746.p__Ascomycota.g__Fusarium
733,OTU747,270,1,209,495,287,495,77,381,2.89e-105,99.522,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_chlamydosporus,Talaromyces_chlamydosporus,KU866648,SH1388719.09FU,refs,k__Fungi,OTU747.p__Ascomycota.g__Talaromyces
734,OTU748,457,1,59,950,657,714,13,80.5,2.07e-14,91.525,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07389784,SH1012245.09FU,reps,k__Fungi,OTU748.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
735,OTU749,352,1,212,576,316,519,60,152,3.28e-36,80.645,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Multiclavula,s__Multiclavula_petricola,Multiclavula_petricola,LC516462,SH1318596.09FU,refs,k__Fungi,OTU749.p__Basidiomycota.g__Multiclavula
736,OTU750,395,348,393,1125,57,12,12,69.4,3.84e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU750.p__Ascomycota.g__Fusarium
737,OTU751,315,1,254,594,342,594,81,440,5.54e-123,98.031,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_sp,Pluteus_sp,UDB05069767,SH1191473.09FU,reps,k__Fungi,OTU751.p__Basidiomycota.g__Pluteus
738,OTU752,285,1,229,507,244,472,80,418,2.34e-116,99.563,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Kiflimonium,s__Kiflimonium_curvulum,Kiflimonium_curvulum,HE608638,SH1000746.09FU,refs,k__Fungi,OTU752.p__Ascomycota.g__Kiflimonium
739,OTU753,290,1,229,598,370,598,79,412,1.1e-114,99.127,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenales_fam_Incertae_sedis,g__Onygenales_gen_Incertae_sedis,s__Onygenales_sp,Onygenales_sp,UDB02524221,SH1118459.09FU,reps,k__Fungi,OTU753.p__Ascomycota.g__Onygenales_gen_Incertae_sedis
740,OTU754,325,278,323,1125,57,12,14,69.4,3.12e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU754.p__Ascomycota.g__Fusarium
741,OTU755,352,1,291,576,286,576,83,527,4.66e-149,99.313,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__Ceratobasidium_sp,Ceratobasidium_sp,UDB01681261,SH1040773.09FU,reps,k__Fungi,OTU755.p__Basidiomycota.g__Ceratobasidium
742,OTU756,272,1,65,514,290,354,24,104,7.07e-22,95.385,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB01346089,SH1205772.09FU,reps,k__Fungi,OTU756.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
743,OTU757,296,1,238,528,299,528,80,217,9.5e-56,83.75,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Monosporascus,s__Monosporascus_cannonballus,Monosporascus_cannonballus,KT347319,SH1290705.09FU,reps,k__Fungi,OTU757.p__Ascomycota.g__Monosporascus
744,OTU758,323,1,262,612,351,612,81,479,1.21e-134,99.618,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitius,s__Bolbitius_sp,Bolbitius_sp,UDB0365931,SH1278839.09FU,reps,k__Fungi,OTU758.p__Basidiomycota.g__Bolbitius
745,OTU759,338,1,277,605,329,605,82,490,5.85e-138,98.556,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07392206,SH1060902.09FU,reps,k__Fungi,OTU759.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
746,OTU760,264,1,203,460,258,458,77,219,2.34e-56,86.408,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Massarina,s__Massarina_sp,Massarina_sp,UDB03665945,SH1001765.09FU,reps,k__Fungi,OTU760.p__Ascomycota.g__Massarina
747,OTU761,262,1,200,459,258,458,76,353,6.11e-97,98.507,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturiaceae_gen_Incertae_sedis,s__Venturiaceae_sp,Venturiaceae_sp,UDB07287385,SH0957635.09FU,reps,k__Fungi,OTU761.p__Ascomycota.g__Venturiaceae_gen_Incertae_sedis
748,OTU762,298,57,290,519,519,286,79,399,8.85e-111,97.447,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta_sp,Coniochaeta_sp,UDB0228810,SH0947674.09FU,reps,k__Fungi,OTU762.p__Ascomycota.g__Coniochaeta
