,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,OTU.ID
393,OTU396,273,1,273,1434,453,725,100,494,3.12e-138,99.267,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,_,uncultured|cyanobacterium,_,KC463677.1.1434,Bacteria,OTU396.Cyanobacteria.uncultured|cyanobacterium
394,OTU397,273,1,273,1521,540,812,100,488,1.45e-136,98.901,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,uncultured|prokaryote,GU208304.1.1521,Bacteria,OTU397.Acidobacteriota.Subgroup|10
395,OTU398,273,1,273,1475,482,754,100,483,6.76e-135,98.535,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,_,_,KC554906.1.1475,Bacteria,OTU398.Actinobacteriota._
396,OTU399,274,1,274,1350,491,764,100,484,1.89e-135,98.54,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,_,GQ003660.1.1350,Bacteria,OTU399.Actinobacteriota.Actinomycetospora
397,OTU400,273,1,273,1492,508,780,100,488,1.45e-136,98.901,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,_,_,HQ190319.1.1492,Bacteria,OTU400.Acidobacteriota._
398,OTU401,273,1,273,1495,499,771,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,metagenome,FPLP01009833.16.1510,Bacteria,OTU401.Actinobacteriota.Georgenia
399,OTU403,273,1,273,1512,524,796,100,433,6.91e-120,95.238,Planctomycetota,OM190,_,_,_,_,KX097257.1.1512,Bacteria,OTU403.Planctomycetota._
400,OTU404,273,1,273,1338,482,754,100,477,3.15e-133,98.168,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,_,HM270234.1.1338,Bacteria,OTU404.Actinobacteriota.Nocardioides
401,OTU405,273,1,273,1470,498,770,100,460,3.17e-128,97.07,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea|hollandica|Lb,JQ345500.1.1470,Bacteria,OTU405.Chloroflexi.Nitrolancea
402,OTU406,273,1,273,1417,462,734,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinobacteria|bacterium,MF984400.1.1417,Bacteria,OTU406.Actinobacteriota.Actinomadura
403,OTU407,273,1,273,1476,467,739,100,455,1.47e-126,96.703,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,_,_,JQ427490.1.1476,Bacteria,OTU407.Actinobacteriota._
404,OTU408,273,1,273,1402,450,722,100,488,1.45e-136,98.901,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix,Nostoc|punctiforme,LC361246.1.1402,Bacteria,OTU408.Cyanobacteria.Tolypothrix
405,OTU409,273,1,273,1376,444,716,100,438,1.48e-121,95.604,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,uncultured|organism,JN437559.1.1376,Bacteria,OTU409.Proteobacteria.Limibaculum
406,OTU410,273,1,273,1492,521,793,100,494,3.12e-138,99.267,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,HQ120453.1.1492,Bacteria,OTU410.Chloroflexi._
407,OTU411,273,1,273,1244,286,559,100,449,6.86e-125,96.377,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,_,EU676444.1.1244,Bacteria,OTU411.Chloroflexi.FFCH7168
408,OTU412,273,1,273,1515,538,810,100,394,3.26e-108,92.674,Gemmatimonadota,S0134|terrestrial|group,_,_,_,_,JQ825031.1.1515,Bacteria,OTU412.Gemmatimonadota._
409,OTU413,273,1,273,1353,498,770,100,460,3.17e-128,97.07,Chloroflexi,KD4-96,uncultured|Gram-positive|bacterium,_,_,_,AM709744.1.1353,Bacteria,OTU413.Chloroflexi._
410,OTU414,273,1,273,1449,471,743,100,483,6.76e-135,98.535,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,_,HQ864182.1.1449,Bacteria,OTU414.Proteobacteria.Rhodomicrobium
411,OTU415,273,1,273,1515,538,810,100,394,3.26e-108,92.701,Gemmatimonadota,S0134|terrestrial|group,_,_,_,_,JQ825031.1.1515,Bacteria,OTU415.Gemmatimonadota._
412,OTU416,273,1,273,1456,466,738,100,494,3.12e-138,99.267,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,_,metagenome,FPLP01001919.1.1456,Bacteria,OTU416.Verrucomicrobiota._
413,OTU417,273,1,273,1524,539,811,100,494,3.12e-138,99.267,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured|Acidobacteria|bacterium,KC011101.1.1524,Bacteria,OTU417.Acidobacteriota.RB41
414,OTU418,273,1,273,1485,503,775,100,438,1.48e-121,95.62,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured|planctomycete,JQ579970.1.1485,Bacteria,OTU418.Planctomycetota.Rhodopirellula
415,OTU419,273,1,273,1287,492,764,100,405,1.51e-111,93.455,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135138.1.1287,Bacteria,OTU419.Planctomycetota._
416,OTU420,273,1,273,1450,483,755,100,449,6.86e-125,96.337,Chloroflexi,TK10,_,_,_,_,HQ014648.1.1450,Bacteria,OTU420.Chloroflexi._
417,OTU421,273,1,273,1522,517,789,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,metagenome,FPLS01047868.11.1532,Bacteria,OTU421.Actinobacteriota.Nocardioides
418,OTU422,273,1,273,1337,477,751,100,484,1.88e-135,98.545,Chloroflexi,KD4-96,_,_,_,_,LN565063.1.1337,Bacteria,OTU422.Chloroflexi._
419,OTU423,273,1,273,1462,483,756,100,449,6.86e-125,96.35,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,_,_,EF125410.1.1462,Bacteria,OTU423.Proteobacteria._
420,OTU424,273,1,273,1424,474,746,100,466,6.81e-130,97.436,Chloroflexi,Anaerolineae,SBR1031,uncultured|soil|bacterium,_,_,KM205527.1.1424,Bacteria,OTU424.Chloroflexi._
421,OTU425,273,1,273,1443,432,704,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,_,JQ426243.1.1443,Bacteria,OTU425.Proteobacteria.Ellin6055
422,OTU426,273,1,273,1463,484,756,100,494,3.12e-138,99.267,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,_,FJ444678.1.1463,Bacteria,OTU426.Acidobacteriota.Bryobacter
423,OTU427,273,1,273,1531,514,786,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia|sp.|Soil729,LMSA01000001.3814.5344,Bacteria,OTU427.Actinobacteriota.Knoellia
424,OTU428,273,1,273,1357,482,754,100,411,3.24e-113,93.773,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,EF018678.1.1357,Bacteria,OTU428.Planctomycetota._
425,OTU429,273,1,273,1475,492,764,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,_,HQ697730.1.1475,Bacteria,OTU429.Planctomycetota.Gemmata
426,OTU430,273,1,273,1518,537,809,100,427,3.21e-118,94.872,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,EU287125.1.1518,Bacteria,OTU430.Acidobacteriota.Subgroup|10
427,OTU431,274,1,274,1260,410,683,100,457,4.12e-127,96.715,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,JN672270.1.1260,Bacteria,OTU431.Chloroflexi._
428,OTU432,106,1,106,1301,430,535,100,185,6.95e-46,98.113,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,_,HM445219.1.1301,Bacteria,OTU432.Proteobacteria.Hirschia
429,OTU433,273,1,273,1521,504,776,100,416,6.96e-115,94.203,Armatimonadota,_,_,_,_,_,JN178268.1.1521,Bacteria,OTU433.Armatimonadota._
430,OTU434,273,1,273,1332,517,789,100,494,3.12e-138,99.267,Myxococcota,Polyangia,Polyangiales,BIrii41,_,_,EU134470.1.1332,Bacteria,OTU434.Myxococcota._
431,OTU435,273,1,273,1528,540,812,100,483,6.76e-135,98.535,NB1-j,_,_,_,_,_,EU881113.1.1528,Bacteria,OTU435.NB1-j._
432,OTU436,273,1,273,1528,544,816,100,483,6.76e-135,98.535,Acidobacteriota,Subgroup|25,_,_,_,_,DQ404639.1.1528,Bacteria,OTU436.Acidobacteriota._
433,OTU437,273,1,273,1462,478,750,100,399,7.01e-110,93.04,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus|Chloroploca,compost|metagenome,ADGO01078803.501.1962,Bacteria,OTU437.Chloroflexi.Candidatus|Chloroploca
434,OTU438,273,1,273,1407,448,720,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,_,_,GQ402708.1.1407,Bacteria,OTU438.Proteobacteria._
435,OTU439,273,1,273,1417,479,751,100,499,6.71e-140,99.634,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,_,KP398529.1.1417,Bacteria,OTU439.Proteobacteria.Steroidobacter
436,OTU440,273,1,273,1442,491,763,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Microbulbiferaceae,Microbulbifer,bacterium|QM13,DQ822522.1.1442,Bacteria,OTU440.Proteobacteria.Microbulbifer
437,OTU441,273,1,273,1447,469,741,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,_,FJ478806.1.1447,Bacteria,OTU441.Proteobacteria.Sphingomonas
438,OTU442,273,1,273,1360,501,773,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,_,JF180336.1.1360,Bacteria,OTU442.Proteobacteria.Arenimonas
439,OTU443,273,1,273,1319,475,747,100,435,1.92e-120,95.238,Chloroflexi,Anaerolineae,SBR1031,_,_,_,EU134014.1.1319,Bacteria,OTU443.Chloroflexi._
440,OTU444,273,1,273,1504,508,780,100,483,6.76e-135,98.535,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,uncultured|soil|bacterium,JN417575.1.1504,Bacteria,OTU444.Chloroflexi._
441,OTU445,273,1,273,1507,539,811,100,472,1.46e-131,97.802,Chloroflexi,Anaerolineae,Ardenticatenales,_,uncultured|Chloroflexi|bacterium,_,HQ397401.1.1507,Bacteria,OTU445.Chloroflexi.uncultured|Chloroflexi|bacterium
442,OTU446,273,1,273,1479,494,766,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4|lineage,uncultured|Planctomycetaceae|bacterium,FJ543087.1.1479,Bacteria,OTU446.Planctomycetota.Pir4|lineage
443,OTU447,273,1,273,1323,466,738,100,483,6.76e-135,98.535,Chloroflexi,OLB14,_,_,_,_,EU134263.1.1323,Bacteria,OTU447.Chloroflexi._
444,OTU448,273,1,273,1291,434,706,100,460,3.17e-128,97.07,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,_,JF266069.1.1291,Bacteria,OTU448.Proteobacteria.Limibaculum
445,OTU449,273,1,273,1463,497,769,100,472,1.46e-131,97.802,Chloroflexi,OLB14,_,_,_,_,KJ817501.1.1463,Bacteria,OTU449.Chloroflexi._
446,OTU450,273,1,273,1509,521,793,100,477,3.15e-133,98.168,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,DQ404708.1.1509,Bacteria,OTU450.Planctomycetota._
447,OTU451,273,1,273,1357,382,654,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,_,metagenome,FPLM01006229.15.1371,Bacteria,OTU451.Proteobacteria._
448,OTU452,273,1,273,1486,494,763,100,435,1.92e-120,95.62,Chloroflexi,Anaerolineae,Ardenticatenales,_,_,_,JN178759.1.1486,Bacteria,OTU452.Chloroflexi._
449,OTU453,273,1,273,1518,542,814,100,477,3.15e-133,98.168,MBNT15,_,_,_,_,_,AB240371.1.1518,Bacteria,OTU453.MBNT15._
450,OTU454,273,1,273,1501,522,794,100,483,6.76e-135,98.535,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria|Incertae|Sedis,Unknown|Family,Acidibacter,uncultured|gamma|proteobacterium,EU979070.1.1501,Bacteria,OTU454.Proteobacteria.Acidibacter
451,OTU455,273,1,273,1337,480,752,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,_,JF124113.1.1337,Bacteria,OTU455.Actinobacteriota.Rhizocola
452,OTU456,273,1,273,1481,498,771,100,483,6.76e-135,98.54,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,_,FJ479541.1.1481,Bacteria,OTU456.Planctomycetota.Pirellula
453,OTU457,273,1,273,1498,499,772,100,418,1.93e-115,94.161,Chloroflexi,Anaerolineae,Ardenticatenales,_,_,_,JX504478.1.1498,Bacteria,OTU457.Chloroflexi._
454,OTU458,273,1,273,1438,485,757,100,438,1.48e-121,95.604,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,_,_,JQ979003.1.1438,Bacteria,OTU458.Proteobacteria._
455,OTU459,273,1,273,1482,503,775,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured|soil|bacterium,JX489973.1.1482,Bacteria,OTU459.Planctomycetota.Pirellula
456,OTU460,273,1,273,1451,473,745,100,494,3.12e-138,99.267,Chloroflexi,TK10,_,_,_,_,KX753046.1.1451,Bacteria,OTU460.Chloroflexi._
457,OTU461,273,1,273,1408,489,761,100,472,1.46e-131,97.802,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,_,FJ190063.1.1408,Bacteria,OTU461.Myxococcota.Anaeromyxobacter
458,OTU462,274,1,274,1469,492,764,100,455,1.48e-126,96.715,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,_,_,HQ120359.1.1469,Bacteria,OTU462.Chloroflexi._
459,OTU463,273,1,273,1500,513,786,100,427,3.21e-118,94.891,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,_,_,HQ864192.1.1500,Bacteria,OTU463.Proteobacteria._
460,OTU464,273,1,273,1367,404,676,100,449,6.86e-125,96.337,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,_,GU119008.1.1367,Bacteria,OTU464.Planctomycetota.Planctomicrobium
461,OTU465,273,1,273,1469,489,761,100,466,6.81e-130,97.436,Armatimonadota,_,_,_,_,_,HQ863984.1.1469,Bacteria,OTU465.Armatimonadota._
462,OTU466,273,1,273,1458,489,761,100,438,1.48e-121,95.604,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,HQ120613.1.1458,Bacteria,OTU466.Chloroflexi._
463,OTU467,273,1,273,1536,541,813,100,494,3.12e-138,99.267,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,metagenome,FPLS01062878.19.1554,Bacteria,OTU467.Verrucomicrobiota.Opitutus
464,OTU468,273,1,273,1479,520,792,100,472,1.46e-131,97.802,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,uncultured|gamma|proteobacterium,_,_,HE804013.1.1479,Bacteria,OTU468.Proteobacteria._
465,OTU469,273,1,273,1513,535,807,100,494,3.12e-138,99.267,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,_,_,JX280084.1.1513,Bacteria,OTU469.Acidobacteriota._
466,OTU470,273,1,273,912,465,737,100,494,3.12e-138,99.267,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,KC604510.1.912,Archaea,OTU470.Thermoplasmatota._
467,OTU471,273,1,273,1375,503,775,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,PLTA13,uncultured|gamma|proteobacterium,_,_,AM934944.1.1375,Bacteria,OTU471.Proteobacteria._
468,OTU472,273,1,273,1493,514,786,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,_,KF037464.1.1493,Bacteria,OTU472.Actinobacteriota.Nocardioides
469,OTU473,273,1,273,1505,527,799,100,494,3.12e-138,99.267,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured|Acidobacteria|bacterium,_,HQ598621.1.1505,Bacteria,OTU473.Acidobacteriota.uncultured|Acidobacteria|bacterium
470,OTU474,273,1,273,1494,522,794,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,_,KY287386.1.1494,Bacteria,OTU474.Proteobacteria.Noviherbaspirillum
471,OTU475,273,1,273,1503,522,794,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,HOC36,_,_,_,HG764477.1.1503,Bacteria,OTU475.Proteobacteria._
472,OTU476,274,1,274,1356,485,758,100,484,1.89e-135,98.54,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,_,MH041030.1.1356,Bacteria,OTU476.Planctomycetota._
473,OTU477,273,1,273,1494,501,773,100,488,1.45e-136,98.901,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium|sensu|stricto|1,Clostridium|sp.|DL-VIII,AFWX01000002.1658084.1659577,Bacteria,OTU477.Firmicutes.Clostridium|sensu|stricto|1
474,OTU478,273,1,273,1527,512,784,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora|viridis|DSM|43017,CP001683.767227.768753,Bacteria,OTU478.Actinobacteriota.Saccharomonospora
475,OTU479,273,1,273,1490,505,777,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,_,JQ800993.1.1490,Bacteria,OTU479.Planctomycetota.Pirellula
476,OTU480,273,1,273,1283,455,727,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4|lineage,_,AM116753.1.1283,Bacteria,OTU480.Planctomycetota.Pir4|lineage
477,OTU481,273,2,273,1434,471,742,99,470,5.26e-131,97.794,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,_,KT223250.1.1434,Bacteria,OTU481.Planctomycetota.Blastopirellula
478,OTU482,135,1,135,1538,674,808,100,239,7.17e-62,98.519,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,metagenome,FPLS01001103.12.1549,Bacteria,OTU482.Verrucomicrobiota.Chthoniobacter
479,OTU483,273,1,273,1339,464,736,100,477,3.15e-133,98.168,Armatimonadota,_,_,_,_,_,EU134979.1.1339,Bacteria,OTU483.Armatimonadota._
480,OTU484,273,1,273,1310,454,726,100,494,3.12e-138,99.267,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya|ANT.L52.2,uncultured|Oscillatoriales|cyanobacterium,FJ790634.1.1310,Bacteria,OTU484.Cyanobacteria.Leptolyngbya|ANT.L52.2
481,OTU485,274,1,274,1260,410,683,100,424,4.17e-117,94.526,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,JN672270.1.1260,Bacteria,OTU485.Chloroflexi._
482,OTU486,273,1,273,1415,541,813,100,455,1.47e-126,96.703,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,KM454327.1.1415,Bacteria,OTU486.Acidobacteriota.Subgroup|10
483,OTU487,273,1,273,1520,541,813,100,449,6.86e-125,96.337,NB1-j,uncultured|delta|proteobacterium,_,_,_,_,JX241004.1.1520,Bacteria,OTU487.NB1-j._
484,OTU488,273,1,273,914,467,739,100,483,6.76e-135,98.535,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,KX061126.1.914,Archaea,OTU488.Thermoplasmatota._
485,OTU489,273,1,273,1471,514,786,100,488,1.45e-136,98.901,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,_,HM459635.1.1471,Bacteria,OTU489.Myxococcota.Haliangium
486,OTU490,273,1,273,1499,501,773,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,metagenome,FPLM01002183.6.1504,Bacteria,OTU490.Actinobacteriota.Aeromicrobium
487,OTU491,274,1,274,1518,506,779,100,484,1.89e-135,98.54,Actinobacteriota,Acidimicrobiia,Actinomarinales,_,_,_,KT905763.1.1518,Bacteria,OTU491.Actinobacteriota._
488,OTU492,273,1,273,1461,484,756,100,422,1.5e-116,94.505,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,_,JX133515.1.1461,Bacteria,OTU492.Planctomycetota.Fimbriiglobus
489,OTU493,274,1,274,1322,453,725,100,433,6.93e-120,95.255,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Lyngbya|PCC-7419,_,JX002316.1.1322,Bacteria,OTU493.Cyanobacteria.Lyngbya|PCC-7419
490,OTU494,273,1,273,1446,469,741,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,_,FJ479559.1.1446,Bacteria,OTU494.Proteobacteria.Sphingomonas
491,OTU495,273,1,273,1498,498,770,100,460,3.17e-128,97.07,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes|subtropicus,JOJL01000117.84.1581,Bacteria,OTU495.Actinobacteriota.Actinoplanes
492,OTU496,273,1,273,1475,518,790,100,460,3.17e-128,97.07,Acidobacteriota,Blastocatellia,DS-100,_,_,_,KF956492.1.1475,Bacteria,OTU496.Acidobacteriota._
493,OTU497,273,1,273,1517,537,809,100,455,1.47e-126,96.703,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured|Acidobacteria|bacterium,_,KJ191853.1.1517,Bacteria,OTU497.Acidobacteriota.uncultured|Acidobacteria|bacterium
494,OTU498,273,1,273,1508,496,768,100,483,6.76e-135,98.535,Actinobacteriota,MB-A2-108,_,_,_,_,KC554912.1.1508,Bacteria,OTU498.Actinobacteriota._
495,OTU499,273,1,273,1447,471,743,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,_,FJ479237.1.1447,Bacteria,OTU499.Proteobacteria.Pedomicrobium
496,OTU500,273,2,273,1399,426,697,99,409,1.16e-112,93.75,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4|lineage,uncultured|planctomycete,HM798848.1.1399,Bacteria,OTU500.Planctomycetota.Pir4|lineage
497,OTU501,273,1,273,1541,529,801,100,494,3.12e-138,99.267,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,_,_,KC554214.1.1541,Bacteria,OTU501.Actinobacteriota._
498,OTU502,273,1,273,1430,452,724,100,477,3.15e-133,98.168,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,_,_,GQ263085.1.1430,Bacteria,OTU502.Proteobacteria._
499,OTU503,274,1,274,1352,479,753,100,484,1.89e-135,98.545,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,_,LN573322.1.1352,Bacteria,OTU503.Actinobacteriota.Luedemannella
500,OTU504,274,1,274,1519,540,813,100,501,1.87e-140,99.635,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,_,_,JF718685.1.1519,Bacteria,OTU504.Acidobacteriota._
501,OTU505,273,1,273,1302,458,730,100,444,3.19e-123,95.971,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,uncultured|soil|bacterium,FQ659487.1.1302,Bacteria,OTU505.Chloroflexi.Anaerolinea
502,OTU506,273,1,273,1490,514,786,100,466,6.81e-130,97.436,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,Nannocystis|sp.|0558-ZXW50,JX073726.1.1490,Bacteria,OTU506.Myxococcota.Nannocystis
503,OTU507,273,1,273,1516,537,809,100,449,6.86e-125,96.337,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,JQ712943.1.1516,Bacteria,OTU507.Acidobacteriota.Subgroup|10
504,OTU508,273,1,273,1422,496,768,100,477,3.15e-133,98.168,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,metagenome,FPLP01009845.9.1430,Bacteria,OTU508.Chloroflexi._
505,OTU509,273,1,273,1391,470,742,100,483,6.76e-135,98.535,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,_,AB486416.1.1391,Bacteria,OTU509.Actinobacteriota.Gaiella
506,OTU510,273,1,273,1520,535,807,100,483,6.76e-135,98.535,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,_,HQ190416.1.1520,Bacteria,OTU510.Desulfobacterota.Syntrophobacter
507,OTU511,273,1,273,1482,501,773,100,494,3.12e-138,99.267,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,_,KR560000.1.1482,Bacteria,OTU511.Acidobacteriota.Luteitalea
508,OTU512,272,1,272,1374,517,788,100,486,5.21e-136,98.897,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,_,JF225451.1.1374,Bacteria,OTU512.Firmicutes.Paenibacillus
509,OTU513,273,1,273,922,103,375,100,444,3.19e-123,95.971,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|euryarchaeote,_,_,EU888335.1.922,Archaea,OTU513.Thermoplasmatota._
510,OTU514,273,1,273,1495,511,783,100,472,1.46e-131,97.802,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4|lineage,_,JQ979025.1.1495,Bacteria,OTU514.Planctomycetota.Pir4|lineage
